admin0Name_en,admin0Pcode,admin1Name_en,admin1Pcode,admin2Name_en,admin2Pcode,admin3Name_en,admin3Pcode,admin4Name_en,admin4Pcode
Ukraine,UA,Lvivska,UA46,Zhydachivskyi,UA46215,Deviatnykivska,UA4621582400,Yatviahy,UA4621582404
Ukraine,UA,Poltavska,UA53,Hadiatska,UA53103,Hadiatska,UA5310300000,Hadiach,UA5310300000
Ukraine,UA,Sumska,UA59,Lypovodolynskyi,UA59232,Kalininska,UA5923281700,Halaivets,UA5923281705
Ukraine,UA,Sumska,UA59,Lypovodolynskyi,UA59232,Podilkivska,UA5923284400,Podilky,UA5923284401
Ukraine,UA,Sumska,UA59,Lypovodolynskyi,UA59232,Pidstavska,UA5923284800,Melnyky,UA5923284802
Ukraine,UA,Sumska,UA59,Lypovodolynskyi,UA59232,Kimlychanska,UA5923282200,Kimlychka,UA5923282201
Ukraine,UA,Ternopilska,UA61,Kremenetska,UA61107,Kremenetska,UA6110700000,Kremenets,UA6110700000
Ukraine,UA,Ternopilska,UA61,Berezhanska,UA61105,Berezhanska,UA6110500000,Berezhany,UA6110500000
Ukraine,UA,Kharkivska,UA63,Zmiivskyi,UA63217,Skrypaivska,UA6321784500,Mokhnach,UA6321784503
Ukraine,UA,Kharkivska,UA63,Zmiivskyi,UA63217,Zmiivska,UA6321710100,Zmiiv,UA6321710100
Ukraine,UA,Kharkivska,UA63,Pechenizkyi,UA63246,Martivska,UA6324683500,Martove,UA6324683501
Ukraine,UA,Kharkivska,UA63,Kharkivskyi,UA63251,Malorohanska,UA6325182500,Koropy,UA6325182505
Ukraine,UA,Kharkivska,UA63,Chuhuivskyi,UA63254,Lebiazka,UA6325484500,Pushkarne,UA6325484503
Ukraine,UA,Kharkivska,UA63,Chuhuivskyi,UA63254,Hrakivska,UA6325483000,Rtyshchivka,UA6325483004
Ukraine,UA,Kharkivska,UA63,Chuhuivskyi,UA63254,Chkalovska,UA6325456700,Nova Hnylytsia,UA6325456704
Ukraine,UA,Kharkivska,UA63,Kharkivskyi,UA63251,Vilkhivska,UA6325184000,Vilkhivka,UA6325184001
Ukraine,UA,Kharkivska,UA63,Chuhuivskyi,UA63254,Staropokrovska,UA6325487000,Stara Pokrovka,UA6325487001
Ukraine,UA,Kharkivska,UA63,Pechenizkyi,UA63246,Pechenizka,UA6324655100,Piatnytske,UA6324655105
Ukraine,UA,Kharkivska,UA63,Kharkivskyi,UA63251,Rohanska,UA6325158500,Rohan,UA6325158500
Ukraine,UA,Khmelnytska,UA68,Horodotskyi,UA68212,Skipchenska,UA6821287500,Skipche,UA6821287501
Ukraine,UA,Khmelnytska,UA68,Slavutskyi,UA68239,Mynkovetska,UA6823985300,Shevchenko,UA6823985304
Ukraine,UA,Zakarpatska,UA21,Tiachivskyi,UA21244,Hanychivska,UA2124481200,Hanychi,UA2124481201
Ukraine,UA,Khmelnytska,UA68,Iziaslavskyi,UA68221,Zavadynetska,UA6822182400,Dibrovka,UA6822182403
Ukraine,UA,Kharkivska,UA63,Chuhuivskyi,UA63254,Lebiazka,UA6325484500,Mykolaivka,UA6325484502
Ukraine,UA,Kharkivska,UA63,Chuhuivskyi,UA63254,Hrakivska,UA6325483000,Hrakove,UA6325483001
Ukraine,UA,Kharkivska,UA63,Chuhuivskyi,UA63254,Bazaliivska,UA6325481000,Bazaliivka,UA6325481001
Ukraine,UA,Kharkivska,UA63,Chuhuivskyi,UA63254,Malynivska,UA6325455900,Malynivka,UA6325455900
Ukraine,UA,Donetska,UA14,Mariupolska,UA14123,Sartanska,UA1412365300,Sartana,UA1412365300
Ukraine,UA,Zakarpatska,UA21,Uzhhorodskyi,UA21248,Korytnianska,UA2124883600,Korytniany,UA2124883601
Ukraine,UA,Zakarpatska,UA21,Uzhhorodskyi,UA21248,Korytnianska,UA2124883600,Kinchesh,UA2124883602
Ukraine,UA,Zakarpatska,UA21,Uzhhorodskyi,UA21248,Palad-Komarivetska,UA2124883300,Palad-Komarivtsi,UA2124883301
Ukraine,UA,Zakarpatska,UA21,Uzhhorodskyi,UA21248,Palad-Komarivetska,UA2124883300,Mali Selmentsi,UA2124883302
Ukraine,UA,Zakarpatska,UA21,Uzhhorodskyi,UA21248,Rativetska,UA2124885400,Rativtsi,UA2124885401
Ukraine,UA,Zakarpatska,UA21,Uzhhorodskyi,UA21248,Siurtivska,UA2124886400,Siurte,UA2124886401
Ukraine,UA,Kyivska,UA32,Skvyrskyi,UA32240,Krasnoliska,UA3224082800,Krasnolisy,UA3224082801
Ukraine,UA,Zakarpatska,UA21,Uzhhorodskyi,UA21248,Chaslivetska,UA2124887700,Chaslivtsi,UA2124887701
Ukraine,UA,Lvivska,UA46,Drohobytskyi,UA46212,Bystrytska-Hirska,UA4621280900,Bystrytsia-Hirska,UA4621280907
Ukraine,UA,Luhanska,UA44,Lutuhynskyi,UA44222,Rozkishnianska,UA4422286600,Rozkishne,UA4422286601
Ukraine,UA,Luhanska,UA44,Lutuhynskyi,UA44222,Bilivska,UA4422255300,Bile,UA4422255300
Ukraine,UA,Kyivska,UA32,Brovarskyi,UA32212,Zherdivska,UA3221282000,Tarasivka,UA3221282009
Ukraine,UA,Rivnenska,UA56,Mlynivskyi,UA56238,Yaroslavytska,UA5623889800,Chekno,UA5623889807
Ukraine,UA,Ternopilska,UA61,Kremenetskyi,UA61234,Kryzhivska,UA6123483800,Kryzhi,UA6123483801
Ukraine,UA,Kharkivska,UA63,Chuhuivska,UA63120,Chuhuivska,UA6312000000,Chuhuiv,UA6312000000
Ukraine,UA,Kharkivska,UA63,Chuhuivskyi,UA63254,Staropokrovska,UA6325487000,Pody,UA6325487002
Ukraine,UA,Kharkivska,UA63,Chuhuivska,UA63120,Chuhuivska,UA6312000000,Kluhyno-Bashkyrivka,UA6312090001
Ukraine,UA,Kharkivska,UA63,Chuhuivskyi,UA63254,Novopokrovska,UA6325456200,Novopokrovka,UA6325456200
Ukraine,UA,Kharkivska,UA63,Pechenizkyi,UA63246,Pechenizka,UA6324655100,Pechenihy,UA6324655100
Ukraine,UA,Kharkivska,UA63,Chuhuivskyi,UA63254,Vvedenska,UA6325455300,Vvedenka,UA6325455300
Ukraine,UA,Kharkivska,UA63,Chuhuivskyi,UA63254,Korobochkynska,UA6325484000,Korobochkyne,UA6325484001
Ukraine,UA,Kharkivska,UA63,Chuhuivskyi,UA63254,Eskharivska,UA6325456800,Eskhar,UA6325456800
Ukraine,UA,Kharkivska,UA63,Zmiivskyi,UA63217,Skrypaivska,UA6321784500,Lisne,UA6321784502
Ukraine,UA,Kharkivska,UA63,Vovchanskyi,UA63216,Rubizhnenska,UA6321687200,Ukrainka,UA6321687206
Ukraine,UA,Kharkivska,UA63,Vovchanskyi,UA63216,Rubizhnenska,UA6321687200,Bairak,UA6321687202
Ukraine,UA,Kharkivska,UA63,Kharkivskyi,UA63251,Vilkhivska,UA6325184000,Sorokivka,UA6325184005
Ukraine,UA,Kharkivska,UA63,Vovchanskyi,UA63216,Rubizhnenska,UA6321687200,Rubizhne,UA6321687201
Ukraine,UA,Kharkivska,UA63,Vovchanskyi,UA63216,Chervonoarmiiska Persha,UA6321688700,Lyman,UA6321688703
Ukraine,UA,Kharkivska,UA63,Vovchanskyi,UA63216,Chervonoarmiiska Persha,UA6321688700,Hrafske,UA6321688706
Ukraine,UA,Kharkivska,UA63,Vovchanskyi,UA63216,Chervonoarmiiska Persha,UA6321688700,Verkhnia Pysarivka,UA6321688702
Ukraine,UA,Kharkivska,UA63,Vovchanskyi,UA63216,Starosaltivska,UA6321655800,Khotimlia,UA6321688401
Ukraine,UA,Kharkivska,UA63,Kharkivskyi,UA63251,Rusko-Tyshkivska,UA6325183500,Petrivka,UA6325183502
Ukraine,UA,Kharkivska,UA63,Vovchanskyi,UA63216,Vovchanska,UA6321610100,Vovchansk,UA6321610100
Ukraine,UA,Kharkivska,UA63,Vovchanskyi,UA63216,Starosaltivska,UA6321655800,Staryi Saltiv,UA6321655800
Ukraine,UA,Luhanska,UA44,Popasnianskyi,UA44238,Chornukhynska,UA4423858500,Mius,UA4423858502
Ukraine,UA,Luhanska,UA44,Novoaidarskyi,UA44231,Trokhizbenska,UA4423187700,Orikhove-Donetske,UA4423187703
Ukraine,UA,Luhanska,UA44,Novoaidarskyi,UA44231,Trokhizbenska,UA4423187700,Lopaskyne,UA4423187704
Ukraine,UA,Luhanska,UA44,Novoaidarskyi,UA44231,Trokhizbenska,UA4423187700,Lobacheve,UA4423187705
Ukraine,UA,Donetska,UA14,Volnovaskyi,UA14215,Andriivska,UA1421555100,Bakhchovyk,UA1421555101
Ukraine,UA,Donetska,UA14,Volnovaskyi,UA14215,Kominternivska,UA1421589000,Vodiane,UA1421589002
Ukraine,UA,Donetska,UA14,Volnovaskyi,UA14215,Novoselivska,UA1421589200,Kamianka,UA1421589203
Ukraine,UA,Donetska,UA14,Volnovaskyi,UA14215,Novoselivska,UA1421589200,Zaporizke,UA1421589202
Ukraine,UA,Donetska,UA14,Volnovaskyi,UA14215,Starohnativska,UA1421587700,Starohnativka,UA1421587701
Ukraine,UA,Khmelnytska,UA68,Khmelnytskyi,UA68250,Lisovohrynivetska,UA6825083600,Lisovi Hrynivtsi,UA6825083601
Ukraine,UA,Ivano-Frankivska,UA26,Kosivskyi,UA26236,Utoropska,UA2623688000,Utoropy,UA2623688001
Ukraine,UA,Khmelnytska,UA68,Khmelnytskyi,UA68250,Lisovohrynivetska,UA6825083600,Skarzhyntsi,UA6825083602
Ukraine,UA,Kyivska,UA32,Volodarskyi,UA32216,Matviiska,UA3221684800,Matviikha,UA3221684801
Ukraine,UA,Kirovohradska,UA35,Petrivskyi,UA35249,Hannivska,UA3524980400,Volodymyrivka,UA3524980402
Ukraine,UA,Kirovohradska,UA35,Petrivskyi,UA35249,Hannivska,UA3524980400,Riadove,UA3524980403
Ukraine,UA,Khmelnytska,UA68,Bilohirskyi,UA68203,Vilshanytska,UA6820386500,Varyvidky,UA6820386503
Ukraine,UA,Khmelnytska,UA68,Shepetivskyi,UA68255,Plesenska,UA6825585800,Plesna,UA6825585801
Ukraine,UA,Khmelnytska,UA68,Khmelnytskyi,UA68250,Chornoostrivska,UA6825055500,Ostashky,UA6825085201
Ukraine,UA,Khmelnytska,UA68,Khmelnytskyi,UA68250,Chornoostrivska,UA6825055500,Lapkivtsi,UA6825087102
Ukraine,UA,Donetska,UA14,Volnovaskyi,UA14215,Andriivska,UA1421555100,Andriivka,UA1421555100
Ukraine,UA,Donetska,UA14,Volnovaskyi,UA14215,Andriivska,UA1421555100,Druzhne,UA1421555102
Ukraine,UA,Donetska,UA14,Volnovaskyi,UA14215,Hranitnenska,UA1421588800,Hranitne,UA1421588801
Ukraine,UA,Donetska,UA14,Volnovaskyi,UA14215,Lebedynska,UA1421583700,Kalynivka,UA1421583702
Ukraine,UA,Donetska,UA14,Volnovaskyi,UA14215,Andriivska,UA1421555100,Obilne,UA1421555103
Ukraine,UA,Donetska,UA14,Volnovaskyi,UA14215,Novoselivska,UA1421589200,Malovodne,UA1421589204
Ukraine,UA,Donetska,UA14,Volnovaskyi,UA14215,Shyrokynska,UA1421588400,Berdianske,UA1421588402
Ukraine,UA,Donetska,UA14,Volnovaskyi,UA14215,Chermalytska,UA1421588200,Fedorivka,UA1421588203
Ukraine,UA,Donetska,UA14,Volnovaskyi,UA14215,Lebedynska,UA1421583700,Lebedynske,UA1421583701
Ukraine,UA,Donetska,UA14,Volnovaskyi,UA14215,Pavlopilska,UA1421585800,Pyshchevyk,UA1421585802
Ukraine,UA,Donetska,UA14,Volnovaskyi,UA14215,Chermalytska,UA1421588200,Chermalyk,UA1421588201
Ukraine,UA,Donetska,UA14,Volnovaskyi,UA14215,Pavlopilska,UA1421585800,Chernenko,UA1421585803
Ukraine,UA,Donetska,UA14,Volnovaskyi,UA14215,Novoselivska,UA1421589200,Novoselivka,UA1421589201
Ukraine,UA,Donetska,UA14,Volnovaskyi,UA14215,Novoselivska,UA1421589200,Novoselivka Druha,UA1421589205
Ukraine,UA,Donetska,UA14,Volnovaskyi,UA14215,Hranitnenska,UA1421588800,Staromarivka,UA1421588802
Ukraine,UA,Donetska,UA14,Volnovaskyi,UA14215,Chermalytska,UA1421588200,Orlovske,UA1421588202
Ukraine,UA,Donetska,UA14,Volnovaskyi,UA14215,Starohnativska,UA1421587700,Novohryhorivka,UA1421587702
Ukraine,UA,Donetska,UA14,Volnovaskyi,UA14215,Kominternivska,UA1421589000,Pikuzy,UA1421589001
Ukraine,UA,Donetska,UA14,Volnovaskyi,UA14215,Novoselivska,UA1421589200,Stepanivka,UA1421589206
Ukraine,UA,Donetska,UA14,Volnovaskyi,UA14215,Myrnenska,UA1421556600,Myrne,UA1421556600
Ukraine,UA,Donetska,UA14,Volnovaskyi,UA14215,Pavlopilska,UA1421585800,Pavlopil,UA1421585801
Ukraine,UA,Donetska,UA14,Volnovaskyi,UA14215,Shyrokynska,UA1421588400,Shyrokyne,UA1421588401
Ukraine,UA,Donetska,UA14,Volnovaskyi,UA14215,Lebedynska,UA1421583700,Sopyne,UA1421583703
Ukraine,UA,Donetska,UA14,Volnovaskyi,UA14215,Kominternivska,UA1421589000,Zaichenko,UA1421589004
Ukraine,UA,Ivano-Frankivska,UA26,Yaremchanska,UA26110,Polianytska,UA2611092000,Polianytsia,UA2611092001
Ukraine,UA,Luhanska,UA44,Novoaidarskyi,UA44231,Trokhizbenska,UA4423187700,Kriakivka,UA4423187702
Ukraine,UA,Luhanska,UA44,Novoaidarskyi,UA44231,Krymska,UA4423183600,Krymske,UA4423183601
Ukraine,UA,Donetska,UA14,Bakhmutskyi,UA14209,Bulavynska,UA1420955100,Bulavynske,UA1420955100
Ukraine,UA,Donetska,UA14,Bakhmutskyi,UA14209,Olkhovatska,UA1420956000,Ridkodub,UA1420956009
Ukraine,UA,Donetska,UA14,Bakhmutskyi,UA14209,Vuhlehirska,UA1420910200,Savelivka,UA1420910209
Ukraine,UA,Donetska,UA14,Bakhmutskyi,UA14209,Komunivska,UA1420985200,Debaltsivske,UA1420985201
Ukraine,UA,Donetska,UA14,Bakhmutskyi,UA14209,Olkhovatska,UA1420956000,Vesela Dolyna,UA1420956001
Ukraine,UA,Donetska,UA14,Bakhmutskyi,UA14209,Olkhovatska,UA1420956000,Olkhovatka,UA1420956000
Ukraine,UA,Donetska,UA14,Bakhmutskyi,UA14209,Bulavynska,UA1420955100,Oleksandrivske,UA1420955600
Ukraine,UA,Donetska,UA14,Bakhmutskyi,UA14209,Bulavynska,UA1420955100,Olenivka,UA1420955800
Ukraine,UA,Donetska,UA14,Bakhmutskyi,UA14209,Bulavynska,UA1420955100,Pryberezhne,UA1420956200
Ukraine,UA,Donetska,UA14,Shakhtarskyi,UA14252,Nikishynska,UA1425285600,Ridkodub,UA1425285606
Ukraine,UA,Donetska,UA14,Vuhledarska,UA14148,Vuhledarska,UA1414800000,Vuhledar,UA1414800000
Ukraine,UA,Donetska,UA14,Marinskyi,UA14233,Novoukrainska,UA1423385800,Novoukrainka,UA1423385801
Ukraine,UA,Zhytomyrska,UA18,Chudnivskyi,UA18258,Budychanska,UA1825880800,Budychany,UA1825880801
Ukraine,UA,Zhytomyrska,UA18,Pulynskyi,UA18254,Viunkivska,UA1825481200,Viunky,UA1825481201
Ukraine,UA,Zhytomyrska,UA18,Narodytskyi,UA18237,Narodytska,UA1823755100,Viazivka,UA1823781601
Ukraine,UA,Ternopilska,UA61,Terebovlianskyi,UA61250,Zolotnykivska,UA6125083600,Zolotnyky,UA6125083601
Ukraine,UA,Odeska,UA51,Rozdilnianskyi,UA51239,Rozdilnianska,UA5123910100,Rozdilna,UA5123910100
Ukraine,UA,Ternopilska,UA61,Lanovetskyi,UA61238,Hrynkivska,UA6123883300,Hrynky,UA6123883301
Ukraine,UA,Vinnytska,UA05,Yampilskyi,UA05256,Bezvodnivska,UA0525680400,Bezvodne,UA0525680401
Ukraine,UA,Ternopilska,UA61,Lanovetskyi,UA61238,Zahirtsivska,UA6123883700,Zahirtsi,UA6123883701
Ukraine,UA,Ternopilska,UA61,Monastyryskyi,UA61242,Zadarivska,UA6124285000,Zadariv,UA6124285001
Ukraine,UA,Ternopilska,UA61,Terebovlianskyi,UA61250,Mykulynetska,UA6125055400,Zazdrist,UA6125083401
Ukraine,UA,Khmelnytska,UA68,Khmelnytskyi,UA68250,Masivetska,UA6825084500,Masivtsi,UA6825084501
Ukraine,UA,Chernihivska,UA74,Koropskyi,UA74222,Koropska,UA7422255100,Lukniv,UA7422284301
Ukraine,UA,Khmelnytska,UA68,Shepetivskyi,UA68255,Sudylkivska,UA6825588500,Vovkivtsi,UA6825581801
Ukraine,UA,Khmelnytska,UA68,Shepetivskyi,UA68255,Sudylkivska,UA6825588500,Vovkivchyky,UA6825581802
Ukraine,UA,Luhanska,UA44,Novoaidarskyi,UA44231,Krymska,UA4423183600,Prychepylivka,UA4423183602
Ukraine,UA,Luhanska,UA44,Popasnianskyi,UA44238,Nyzhnenska,UA4423857700,Zholobok,UA4423857701
Ukraine,UA,Luhanska,UA44,Novoaidarskyi,UA44231,Trokhizbenska,UA4423187700,Trokhizbenka,UA4423187701
Ukraine,UA,Luhanska,UA44,Novoaidarskyi,UA44231,Krymska,UA4423183600,Sokilnyky,UA4423183603
Ukraine,UA,Ivano-Frankivska,UA26,Nadvirnianskyi,UA26240,Bystrytska,UA2624080600,Bystrytsia,UA2624080601
Ukraine,UA,Zakarpatska,UA21,Velykobereznianskyi,UA21208,Zabridska,UA2120881800,Zabrid,UA2120881801
Ukraine,UA,Donetska,UA14,Marinskyi,UA14233,Pavlivska,UA1423386300,Pavlivka,UA1423386301
Ukraine,UA,Donetska,UA14,Bakhmutskyi,UA14209,Vuhlehirska,UA1420910200,Stupakove,UA1420910207
Ukraine,UA,Donetska,UA14,Bakhmutskyi,UA14209,Vuhlehirska,UA1420910200,Vuhlehirsk,UA1420910200
Ukraine,UA,Donetska,UA14,Bakhmutskyi,UA14209,Vuhlehirska,UA1420910200,Hrozne,UA1420910203
Ukraine,UA,Donetska,UA14,Bakhmutskyi,UA14209,Olkhovatska,UA1420956000,Illinka,UA1420956005
Ukraine,UA,Donetska,UA14,Bakhmutskyi,UA14209,Olkhovatska,UA1420956000,Kamianka,UA1420956007
Ukraine,UA,Donetska,UA14,Bakhmutskyi,UA14209,Vuhlehirska,UA1420910200,Kaiutyne,UA1420910205
Ukraine,UA,Donetska,UA14,Bakhmutskyi,UA14209,Olkhovatska,UA1420956000,Danylove,UA1420956003
Ukraine,UA,Vinnytska,UA05,Khmilnytskyi,UA05248,Bereznianska,UA0524880300,Berezna,UA0524880301
Ukraine,UA,Odeska,UA51,Rozdilnianskyi,UA51239,Lymanska,UA5123955400,Lymanske,UA5123955400
Ukraine,UA,Rivnenska,UA56,Rokytnivskyi,UA56250,Tomashhorodska,UA5625055500,Tomashhorod,UA5625055500
Ukraine,UA,Rivnenska,UA56,Rivnenskyi,UA56246,Kvasylivska,UA5624655300,Kvasyliv,UA5624655300
Ukraine,UA,Poltavska,UA53,Lokhvytskyi,UA53226,Hyriavoiskovetska,UA5322682400,Hyriavi Iskivtsi,UA5322682401
Ukraine,UA,Cherkaska,UA71,Katerynopilskyi,UA71222,Honcharyska,UA7122281500,Honcharykha,UA7122281501
Ukraine,UA,Cherkaska,UA71,Lysianskyi,UA71228,Budyshchenska,UA7122881200,Budyshche,UA7122881201
Ukraine,UA,Cherkaska,UA71,Drabivskyi,UA71206,Bezpalchivska,UA7120681100,Bezpalche,UA7120681101
Ukraine,UA,Odeska,UA51,Velykomykhailivskyi,UA51216,Velykomykhailivska,UA5121655100,Velyka Mykhailivka,UA5121655100
Ukraine,UA,Odeska,UA51,Ovidiopolskyi,UA51237,Velykodolynska,UA5123755300,Velykodolynske,UA5123755300
Ukraine,UA,Sumska,UA59,Okhtyrskyi,UA59203,Polohivska,UA5920386900,Polohy,UA5920386901
Ukraine,UA,Poltavska,UA53,Zinkivskyi,UA53213,Vysokivska,UA5321381500,Vysoke,UA5321381501
Ukraine,UA,Poltavska,UA53,Hlobynskyi,UA53206,Krynkivska,UA5320684600,Velyki Krynky,UA5320684601
Ukraine,UA,Ternopilska,UA61,Zborivskyi,UA61226,Zahirianska,UA6122683400,Zahiria,UA6122683401
Ukraine,UA,Cherkaska,UA71,Monastyryshchenskyi,UA71234,Shabastivska,UA7123488500,Shabastivka,UA7123488501
Ukraine,UA,Cherkaska,UA71,Zolotoniskyi,UA71215,Shabelnykivska,UA7121589700,Shabelnyky,UA7121589701
Ukraine,UA,Cherkaska,UA71,Zvenyhorodskyi,UA71212,Shevchenkivska,UA7121289200,Shevchenkove,UA7121289201
Ukraine,UA,Cherkaska,UA71,Zhashkivskyi,UA71209,Bezpechnivska,UA7120981000,Bezpechna,UA7120981001
Ukraine,UA,Cherkaska,UA71,Mankivskyi,UA71231,Berezivska,UA7123180700,Berezivka,UA7123180701
Ukraine,UA,Cherkaska,UA71,Smilianskyi,UA71237,Berezniakivska,UA7123781000,Berezniaky,UA7123781001
Ukraine,UA,Zhytomyrska,UA18,Novohrad-Volynskyi,UA18240,Bronykivska,UA1824080400,Bronyky,UA1824080401
Ukraine,UA,Ternopilska,UA61,Husiatynskyi,UA61216,Horodnytska,UA6121681000,Horodnytsia,UA6121681001
Ukraine,UA,Ternopilska,UA61,Pidvolochyskyi,UA61246,Skalatska,UA6124610500,Horodnytsia,UA6124681601
Ukraine,UA,Ternopilska,UA61,Zborivskyi,UA61226,Hukalivska,UA6122683100,Hukalivtsi,UA6122683101
Ukraine,UA,Ternopilska,UA61,Borshchivskyi,UA61208,Skala-Podilska,UA6120855700,Hushtyn,UA6120882601
Ukraine,UA,Cherkaska,UA71,Talnivskyi,UA71240,Veselokutska,UA7124080800,Veselyi Kut,UA7124080801
Ukraine,UA,Cherkaska,UA71,Chornobaivskyi,UA71251,Veselokhutirska,UA7125182200,Veselyi Khutir,UA7125182201
Ukraine,UA,Rivnenska,UA56,Bereznivskyi,UA56204,Sosnivska,UA5620455700,Sosnove,UA5620455700
Ukraine,UA,Cherkaska,UA71,Zolotoniskyi,UA71215,Helmiazivska,UA7121582300,Helmiaziv,UA7121582301
Ukraine,UA,Cherkaska,UA71,Umanskyi,UA71243,Herezhenivska,UA7124381200,Herezhenivka,UA7124381201
Ukraine,UA,Cherkaska,UA71,Monastyryshchenskyi,UA71234,Bachkurynska,UA7123481000,Bachkuryne,UA7123481001
Ukraine,UA,Cherkaska,UA71,Drabivskyi,UA71206,Bezborodkivska,UA7120680500,Bezborodky,UA7120680501
Ukraine,UA,Cherkaska,UA71,Zhashkivskyi,UA71209,Teterivska,UA7120988100,Teterivka,UA7120988101
Ukraine,UA,Cherkaska,UA71,Kamianskyi,UA71218,Tymoshivska,UA7121886700,Tymoshivka,UA7121886701
Ukraine,UA,Cherkaska,UA71,Chornobaivskyi,UA71251,Tymchenkivska,UA7125189200,Tymchenky,UA7125189201
Ukraine,UA,Cherkaska,UA71,Zhashkivskyi,UA71209,Tynivska,UA7120988800,Tynivka,UA7120988801
Ukraine,UA,Cherkaska,UA71,Zhashkivskyi,UA71209,Tykhokhutirska,UA7120988500,Tykhyi Khutir,UA7120988501
Ukraine,UA,Cherkaska,UA71,Lysianskyi,UA71228,Tykhonivska,UA7122887000,Tykhonivka,UA7122887001
Ukraine,UA,Odeska,UA51,Liubashivskyi,UA51233,Liubashivska,UA5123355100,Liubashivka,UA5123355100
Ukraine,UA,Odeska,UA51,Mykolaivskyi,UA51235,Mykolaivska,UA5123555100,Mykolaivka,UA5123555100
Ukraine,UA,Odeska,UA51,Lymanskyi,UA51227,Novobiliarska,UA5122755400,Novi Biliari,UA5122755400
Ukraine,UA,Rivnenska,UA56,Sarnenskyi,UA56254,Stepanska,UA5625455700,Stepan,UA5625455700
Ukraine,UA,Rivnenska,UA56,Kostopilskyi,UA56234,Zolotolynska,UA5623483400,Zolotolyn,UA5623483401
Ukraine,UA,Cherkaska,UA71,Cherkaskyi,UA71249,Verhunivska,UA7124982000,Verhuny,UA7124982001
Ukraine,UA,Ternopilska,UA61,Buchatskyi,UA61212,Zubretska,UA6121282800,Zubrets,UA6121282801
Ukraine,UA,Vinnytska,UA05,Nemyrivskyi,UA05230,Boblivska,UA0523080400,Bobliv,UA0523080401
Ukraine,UA,Vinnytska,UA05,Koziatynskyi,UA05214,Bezimenska,UA0521480200,Bezimenne,UA0521480203
Ukraine,UA,Vinnytska,UA05,Chernivetskyi,UA05249,Berezivska,UA0524981200,Berezivka,UA0524981201
Ukraine,UA,Ternopilska,UA61,Borshchivskyi,UA61208,Skala-Podilska,UA6120855700,Ivankiv,UA6120883001
Ukraine,UA,Zhytomyrska,UA18,Ruzhynskyi,UA18252,Verbivska,UA1825281600,Verbivka,UA1825281601
Ukraine,UA,Odeska,UA51,Ovidiopolskyi,UA51237,Ovidiopolska,UA5123755100,Ovidiopol,UA5123755100
Ukraine,UA,Odeska,UA51,Ivanivskyi,UA51218,Petrivska,UA5121855400,Petrivka,UA5121855400
Ukraine,UA,Odeska,UA51,Ivanivskyi,UA51218,Radisnenska,UA5121855600,Radisne,UA5121855600
Ukraine,UA,Cherkaska,UA71,Chornobaivskyi,UA71251,Velykokanivetska,UA7125181600,Velyki Kanivtsi,UA7125181601
Ukraine,UA,Cherkaska,UA71,Horodyshchenskyi,UA71203,Valiavska,UA7120381000,Valiava,UA7120381001
Ukraine,UA,Cherkaska,UA71,Zolotoniskyi,UA71215,Vilkhivska,UA7121581800,Vilkhy,UA7121581801
Ukraine,UA,Cherkaska,UA71,Zolotoniskyi,UA71215,Drabovetska,UA7121584300,Drabivtsi,UA7121584301
Ukraine,UA,Cherkaska,UA71,Umanskyi,UA71243,Dubivska,UA7124383100,Dubova,UA7124383101
Ukraine,UA,Zhytomyrska,UA18,Zhytomyrskyi,UA18220,Veresivska,UA1822081200,Veresy,UA1822081201
Ukraine,UA,Odeska,UA51,Savranskyi,UA51243,Savranska,UA5124355100,Savran,UA5124355100
Ukraine,UA,Odeska,UA51,Saratskyi,UA51245,Saratska,UA5124555100,Sarata,UA5124555100
Ukraine,UA,Cherkaska,UA71,Chyhyrynskyi,UA71254,Holovkivska,UA7125481500,Holovkivka,UA7125481501
Ukraine,UA,Cherkaska,UA71,Drabivskyi,UA71206,Velykokhutirska,UA7120682600,Velykyi Khutir,UA7120682601
Ukraine,UA,Cherkaska,UA71,Horodyshchenskyi,UA71203,Verbivska,UA7120381500,Verbivka,UA7120381501
Ukraine,UA,Ternopilska,UA61,Chortkivskyi,UA61255,Zvyniatska,UA6125583600,Zvyniach,UA6125583601
Ukraine,UA,Vinnytska,UA05,Pohrebyshchenskyi,UA05234,Bilashkivska,UA0523481000,Bilashky,UA0523481001
Ukraine,UA,Vinnytska,UA05,Zhmerynskyi,UA05210,Bilykovetska,UA0521080300,Bilykivtsi,UA0521080303
Ukraine,UA,Cherkaska,UA71,Cherkaskyi,UA71249,Budyshchenska,UA7124981500,Budyshche,UA7124981501
Ukraine,UA,Cherkaska,UA71,Lysianskyi,UA71228,Buzhanska,UA7122881600,Buzhanka,UA7122881601
Ukraine,UA,Cherkaska,UA71,Talnivskyi,UA71240,Talnivska,UA7124010100,Hordashivka,UA7124082001
Ukraine,UA,Cherkaska,UA71,Kanivskyi,UA71220,Stepanetska,UA7122087800,Horobiivka,UA7122081501
Ukraine,UA,Cherkaska,UA71,Umanskyi,UA71243,Horodnytska,UA7124381700,Horodnytsia,UA7124381701
Ukraine,UA,Zhytomyrska,UA18,Novohrad-Volynskyi,UA18240,Bronytskohutianska,UA1824080500,Bronytska Huta,UA1824080501
Ukraine,UA,Ternopilska,UA61,Buchatskyi,UA61212,Zaryvynetska,UA6121281000,Zaryvyntsi,UA6121281001
